,lectureName,price,lectureLink,thumbnail,level,lecturer,siteIdx,rating,contents,category,subCategory,type,language,totalDuration,numOfLectures
136,Build Your First Production Quality React App,-1,https://egghead.io/courses/build-your-first-production-quality-react-app,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/092/thumb/EGH_ProductReact-2.png,1.0,Andy Van Slaars,8,4.5,Bootstrap a React Application through the CLI with Create React AppRender a React UI with JSXRender a React UI Based on Initial StateSynchronize React UI and State with Controlled ComponentsCreate a Stateless Functional Component for an Input FormRefactor React Components to be Stateless Functional ComponentsValidate Component Input with Prop Types in ReactAdd Data to a List without MutationsUpdate React Application State from Form InputPrevent Empty Form Values with Conditional Submit HandlersUse ES2016 Property Initializer Syntax in ES6 classesUpdate Data in a List without MutationsPass Data To Event Handlers with Partial Function ApplicationCreate a Pipe Function to Enable Function CompositionRemove Items from a List without MutationsBuild a Link Component to Navigate to Routes in ReactUse React Context to Manage Application State Through RoutesFilter Data on Property Values in ReactKeep React Application State in Sync with Browser HistoryLoad Data for React from a Server with fetchSave Data to the Server with fetch in ReactShow Temporary Messages in a React ApplicationUpdate Data on the Server with fetch in ReactDelete Data on the Server with fetch in React,"web,app",React.js,on,en,111,24
137,Learn the Best and Most Useful SCSS,-1,https://egghead.io/courses/learn-the-best-and-most-useful-scss,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/087/thumb/EGH_SCSS_Final.png,0.0,Ari Picker,8,4.4,Transpile SCSS to CSS using node-sassOrganize SCSS into Multiple Files with PartialsOrganize Styles with SCSS Nesting and the Parent SelectorUse SCSS Variables for Readable and Maintainable StylesheetsUse Standard Built-in SCSS Functions for Common Operations:Reuse Styles with the SCSS @mixin DirectiveReuse Styles with the SCSS @extend DirectiveWrite similar classes with the SCSS @for Control DirectiveLoop Over Data with the SCSS @each Control DirectiveWrite Custom Functions with the SCSS @function Directive,web,other,on,en,39,10
138,Create Graphics with HTML Canvas,-1,https://egghead.io/courses/create-graphics-with-html-canvas,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/113/thumb/EGH_HTMLCanvas.png,0.0,Alyssa Nicoll,8,3.9,"Draw in HTML CanvasAdd color to graphics using HTML Canvas Specifying Height and Width on the Canvas ElementDraw circles in HTML Canvas using .arcAdd strokes to circles using HTML CanvasUse HTML Canvas arcTo, moveTo, and lineTo to draw a piece of a pie chartAdd click interaction to HTML Canvas using JavaScript events",web,other,on,en,24,7
139,State Monad in JavaScript,-1,https://egghead.io/courses/state-monad-in-javascript,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/177/thumb/EGH_MonadState_1000.png,0.0,Ian Hofmann-Hicks,8,4.1,Construct a Stateful MonadMap And Evaluate State With A Stateful MonadSubstitute State Using Functions With A State MonadUpdate The State Of A State MonadModify The State Of A State MonadCombine Stateful Computations Using A State MonadCombine Stateful Computations Using CompositionApply Stateful Computations To FunctionsRefactor Stateful Code To Use A State Monad,other,JavaScript,on,en,45,9
140,Develop Basic Web Apps with Vue.js,-1,https://egghead.io/courses/develop-basic-web-apps-with-vue-js,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/083/thumb/EGH_VueJS_Final.png,1.0,Greg Thoman,8,4.1,"Create a Basic Component using Vue.jsCreate a List Component in Vue.jsCreate Filters in Vue.jsUse Vue.js Component Computed PropertiesUse Vue.js Watchers to Respond to Async UpdatesUpdate Attributes, Classes and Styles in Vue.js with v-bindConditionally Render DOM Elements in Vue.js Handle DOM Events in Vue.js with v-onBind Values to Input Fields in Vue.jsBuild Reusable Vue.js ComponentsDynamic Vue.js Components with the component element","web,app",other,on,en,16,11
141,Understand Angular Directives in Depth,-1,https://egghead.io/courses/understand-angular-directives-in-depth,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/091/thumb/EGH_A2_Directives_Final.png,0.0,John Lindquist,8,4.5,Write an Angular DirectiveAdd Inputs to Angular DirectivesHandle Events with Angular DirectivesBuild a Directive that Tracks User Events in a Service in AngularCombine HostBinding with Services in Angular DirectivesUse Template Elements in AngularCreate Elements from Template Elements with ngTemplateOutlet in AngularWrite a Structural Directive in AngularImplement Structural Directive Data Binding with Context in AngularAssign a Structual Directive a Dynamic Context in AngularCreate a Template Storage Service in Angular,other,Angular,on,en,28,11
142,Get Started with Elasticsearch,-1,https://egghead.io/courses/get-started-with-elasticsearch,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/098/thumb/EGH_Elasticsearch_1000.png,1.0,Will Button,8,4.5,Get data from Elasticsearch by id using httpGet data from Elasticsearch by id using the Elasticsearch npm clientAdd data to ElasticsearchUpdate data in ElasticsearchSearch for data in Elasticsearch using the _search endpointPaginate through search results in ElasticsearchSearch Elasticsearch using Query ParametersSearch for data in Elasticsearch using queryDSL languageSearch for data in Elasticsearch using full text searchPerform analytics using Elasticsearch aggregation queriesCreate an index using the Elasticsearch APICreate an alias for an Elasticsearch indexClose and open an Elasticsearch indexDelete an index using the Elasticsearch APICreate a type and map in an indexBulk import data into ElasticsearchMonitor Elasticsearch cluster health and status with the _cat APIUnderstand the role of JVM heap in Elasticsearch performanceMonitor Elasticsearch cluster health and status with the _cluster and _nodes APIsReindex data from an existing Elasticsearch index,other,other,on,en,97,20
143,Learn Advanced CSS Layout Techniques,-1,https://egghead.io/courses/learn-advanced-css-layout-techniques,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/081/thumb/EGH_Advanced_CSS_Layouts_Final.png,5.0,Damon Bauer,8,4.3,Target empty elements using the :empty pseudo-classTarget Positional Elements Using *-Of-Type CSS pseudo-classesCreate a fixed-fluid-fixed layout using CSS calc()Dynamically Size Elements with Pure CSS Easily Reset Styles With a Single CSS valueLayout Responsive Fluid Columns Using CSSControl Image Aspect Ratio Using CSS,web,other,on,en,14,7
144,How to Use npm Scripts as Your Build Tool,-1,https://egghead.io/courses/how-to-use-npm-scripts-as-your-build-tool,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/100/thumb/EGH_NPM_Build_Final.png,0.0,Elijah Manor,8,4.3,Create a basic package.json fileRun the basic npm scriptsCreate a custom npm scriptRun npm scripts in seriesRun npm scripts in parallelUse a shorthand syntax for running multiple npm scripts with npm-run-allRun a set of similar npm scripts with a wildcardUse pre and post npm script lifecycle hooksPass arguments to npm scriptsPipe data from one npm script to anotherRun npm scripts when files change with onchangeUse package.json variables in npm scriptsUse custom config settings in your npm scriptsRun npm scripts with git hooksChange the level of console output when running npm scriptsMake npm scripts cross-environment friendlyList available npm scripts and support tab completionAdd comments to your npm scriptsPull out npm scripts into another file with p-sCreate a bash script to replace a complex npm scriptCreate a node script to replace a complex npm script,language,JavaScript,on,en,52,21
145,Use TypeScript to develop React Applications,-1,https://egghead.io/courses/use-typescript-to-develop-react-applications,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/162/thumb/EGH_ReactTS-01-02.png,0.0,Basarat Ali Syed,8,3.6,Why use TypeScript with ReactBootstrap a TypeScript + React projectCreate stateless React components using TypeScriptCreate stateful React Components using TypeScriptPublish a React component with TypeScriptTest React components and dom using EnzymeTest React Applications with Cypress,"web,app","TypeScript,React.js",on,en,27,7
146,Create your own twitter bots,-1,https://egghead.io/courses/create-your-own-twitter-bots,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/109/thumb/EGH_TwitterBots_Final.png,0.0,Hannah Davis,8,4.5,Set Up a Basic Twitter Bot with Twit.jsPost Statuses with Twit.jsWork with Users in Twit.jsInteract with Tweets with Twit.js Use the Twitter Search API with Twit.jsUse the Twitter Stream API with Twit.jsTweet Media Files with Twit.jsMake A Bot That Sounds Like You with RiTa.jsMake a Bot That Analyzes Human Emotions in Photos with Google Cloud Vision APIMake A Story Generation Bot with TraceryRetrieve And Tweet Information from Google SpreadsheetsMake a Twitter Audio Bot That Composes a Song Based on a TweetHost a Simple Twitter Bot Using HerokuHost a Complex Bot using Heroku and Docker,other,Node.js,on,en,78,14
147,Real World React Native Animations,-1,https://egghead.io/courses/real-world-react-native-animations,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/096/thumb/EGH_React_Anim_Final.png,0.0,Jason Brown,8,4.5,Create a Horizontal Parallax ScrollView in React NativeAnimate a React Native Information Callout ViewBounce a Heart Shaped Button in React Native on PressCreate An Exploding Heart Button in React Native Build an Animated Floating Action Button  in React Native with Springy MenuUse React Native to Animate a Swipe Away Comment ModalCreate a Tap to Show Love React Native AnimationToggle Hidden Details on a React Native Event CardBuild a Collapsible React Native Header BarCreate an Expanding Notify Input with Success Message in React Native,"web,app",other,on,en,66,10
148,Build Interactive JavaScript Charts with D3 v4,-1,https://egghead.io/courses/build-interactive-javascript-charts-with-d3-v4,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/077/thumb/EGH_JSCharts_D3_Final.png,0.0,Ben Clinkinbeard,8,4.7,Install and Configure D3 v4Convert Input Data to Output Values with Linear Scales in D3 v4Convert Dates to Numeric Values with Time Scales in D3 v4Create Labels from Numeric Data with Quantize Scales in D3 v4Create Labels from Non-numeric Data with Ordinal Scales in D3 v4Load and Inspect Data with D3 v4Select DOM Elements with D3 v4Modify DOM Elements with D3 v4Create DOM Elements with D3 v4Start Visualizing Data Driven Documents with D3 v4 Output SVG Elements with D3 v4SVG Graphics Containers and Text Elements in D3 v4Basic Interactivity with D3 v4Better Code Organization with selection.call() with D3 v4Margin Convention with D3 v4Create Chart Axes with D3 v4Make D3 v4 Charts Responsive with the viewBox attributeBuild a Column Chart with D3 v4Build a Scatter Plot with D3 v4Build a Line Chart with D3 v4Build an Area Chart with D3 v4Debug D3 v4 with Dev ToolsAnimate Transitions in D3 v4Reuse Transitions in D3 v4Animate with the General Update Pattern in D3 v4Animate Chart Axis Transitions in D3 v4,other,other,on,en,157,26
149,Start Using Elm to Build Web Applications,-1,https://egghead.io/courses/start-using-elm-to-build-web-applications,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/044/thumb/EGH_Elm_Final.png,1.0,Murphy Randle,8,4.3,Output text in a browser using the text function in ElmInstall the Elm Platform command-line toolsWrite functions and Type Signatures in ElmStore key-value pairs using Records in ElmSequencing Data With Lists in ElmRender HTML in the browser using the Html module in ElmReuse Functions Through Type Variables in ElmCreate Apps Using the Elm Application ArchitectureDiscover New Packages Using the Elm Package Index,"web,app",other,on,en,30,9
150,Building React Applications with Idiomatic Redux,-1,https://egghead.io/courses/building-react-applications-with-idiomatic-redux,https://d2eip9sf3oo6c2.cloudfront.net/series/square_covers/000/000/053/thumb/redux-solutions-react-sq.png,0.0,Dan Abramov,8,4.7,Redux: Simplifying the Arrow FunctionsRedux: Supplying the Initial StateRedux: Persisting the State to the Local StorageRedux: Refactoring the Entry PointRedux: Adding React Router to the ProjectRedux: Navigating with React Router <Link>Redux: Filtering Redux State with React Router ParamsRedux: Using withRouter() to Inject the Params into Connected ComponentsRedux: Using mapDispatchToProps() Shorthand NotationRedux: Colocating Selectors with ReducersRedux: Normalizing the State ShapeRedux: Wrapping dispatch() to Log ActionsRedux: Adding a Fake Backend to the ProjectRedux: Fetching Data on Route ChangeRedux: Dispatching Actions with the Fetched DataRedux: Wrapping dispatch() to Recognize PromisesRedux: The Middleware ChainRedux: Applying Redux MiddlewareRedux: Updating the State with the Fetched DataRedux: Refactoring the ReducersRedux: Displaying Loading IndicatorsRedux: Dispatching Actions Asynchronously with ThunksRedux: Avoiding Race Conditions with ThunksRedux: Displaying Error MessagesRedux: Creating Data on the ServerRedux: Normalizing API Responses with normalizrRedux: Updating Data on the Server,"web,app","React.js,Redux",on,en,137,27
